accepted_name,early_interval,late_interval,collection_no,environment,formation,lat,lng,max_ma,min_ma
Promysidiella eduliformis,Anisian,,135964,marine indet.,,74.949997,111.900002,246.7,241.464
Mytilus nativus,Anisian,,135967,marine indet.,,70.290001,128.050003,246.7,241.464
Falcimytilus nasai,Illyrian,,135965,marine indet.,Ulakhan-Krest,72.949997,121.699997,243.33,241.464
Falcimytilus nasai,Illyrian,,135968,marine indet.,Ulakhan-Krest,72.599998,124.300003,243.33,241.464
Bakevellia (Maizuria) arctica,Bithynian,,135894,marine indet.,Morzhov,74.949997,112.75,244.99,244.24
Bakevellia (Maizuria) arctica,Aegean,,135850,marine indet.,,74.949997,112.75,246.7,244.99
Hypophiceras gracile,Griesbachian,,118502,marine indet.,Wordie Creek,74.032997,-21.603001,251.902,250.5
Hypophiceras gracile,Griesbachian,,118560,marine indet.,Wordie Creek,74.025002,-21.625,251.902,250.5
Hypophiceras gracile,Griesbachian,,118649,marine indet.,Wordie Creek,73.989998,-21.42,251.902,250.5
Hypophiceras gracile,Griesbachian,,118754,marine indet.,Wordie Creek,71.599998,-22.4,251.902,250.5
Bakevellia (Maizuria) varians,Spathian,,107049,marine indet.,,72.845001,120.982002,248.1,246.7
Costirhynchopsis mentzeli,Pelsonian,,136176,carbonate indet.,Karchowice,50.485001,18.815001,244.24,243.33
Costirhynchopsis mentzeli,Pelsonian,,128187,carbonate indet.,Felsõörs,46.889999,17.629999,244.24,243.33
Nudirostralina trinodosi,Anisian,,136177,carbonate indet.,,48.119999,16.205,246.7,241.464
Nudirostralina trinodosi,Anisian,,136178,carbonate indet.,,48.02,16.165001,246.7,241.464
Nudirostralina trinodosi,Anisian,,136179,carbonate indet.,,47.830002,15.025,246.7,241.464
Nudirostralina trinodosi,Pelsonian,Illyrian,136180,carbonate indet.,,47.665001,14.71,244.24,241.464
Nudirostralina trinodosi,Anisian,,136181,carbonate indet.,,47.43,12.84,246.7,241.464
Nudirostralina trinodosi,Anisian,,136182,carbonate indet.,,47.27,11.335,246.7,241.464
Nudirostralina trinodosi,Anisian,,136183,carbonate indet.,,47.450001,11.11,246.7,241.464
Nudirostralina trinodosi,Anisian,,135874,carbonate indet.,,47.474998,10.71,246.7,241.464
Nudirostralina trinodosi,Anisian,,128183,carbonate indet.,,45.950001,9.44,246.7,241.464
Nudirostralina trinodosi,Anisian,,136184,carbonate indet.,,45.945,9.68,246.7,241.464
Nudirostralina trinodosi,Anisian,,136185,carbonate indet.,,45.945,9.68,246.7,241.464
Nudirostralina trinodosi,Anisian,,136186,carbonate indet.,,45.82,10.41,246.7,241.464
Nudirostralina trinodosi,Anisian,,136187,carbonate indet.,,45.689999,10.395,246.7,241.464
Nudirostralina trinodosi,Anisian,,136188,carbonate indet.,,46.005001,10.695,246.7,241.464
Nudirostralina trinodosi,Anisian,,136189,carbonate indet.,,45.939999,10.64,246.7,241.464
Nudirostralina trinodosi,Anisian,,135868,carbonate indet.,,46.654999,11.925,246.7,241.464
Nudirostralina trinodosi,Anisian,,136190,carbonate indet.,,46.57,11.935,246.7,241.464
Nudirostralina trinodosi,Anisian,,136191,carbonate indet.,,46.485001,14.58,246.7,241.464
Nudirostralina trinodosi,Pelsonian,,128189,carbonate indet.,Recoaro,47.014999,17.934999,244.24,243.33
Trigonirhynchella attilina,Pelsonian,,128189,carbonate indet.,Recoaro,47.014999,17.934999,244.24,243.33
Costatoria katsurensis,Changhsingian,,114489,marine indet.,Katsura,33.5,133.300003,254.14,251.902
Platyzona,Changhsingian,,56943,carbonate indet.,Changhsing,27.75,100.660004,254.14,251.902
Peltichia sinensis,Changhsingian,,111062,offshore indet.,Changxing,27.15,105.599998,254.14,251.902
Peltichia zigzag,Changhsingian,,111062,offshore indet.,Changxing,27.15,105.599998,254.14,251.902
Meekella kueichowensis,Changhsingian,,111062,offshore indet.,Changxing,27.15,105.599998,254.14,251.902
Prelissorhynchia pseudoutah,Changhsingian,,111062,offshore indet.,Changxing,27.15,105.599998,254.14,251.902
Oldhamina anshunensis,Changhsingian,,110325,carbonate indet.,,28.15,106.800003,254.14,251.902
Rhynchonella pretiosa,Pelsonian,,128189,carbonate indet.,Recoaro,47.014999,17.934999,244.24,243.33
Norella refractifrons,Pelsonian,,136258,carbonate indet.,,47.77,17.764999,244.24,243.33
Holcorhynchella delicatula,Pelsonian,,136258,carbonate indet.,,47.77,17.764999,244.24,243.33
Tetractinella trigonella,Anisian,,135874,carbonate indet.,,47.474998,10.71,246.7,241.464
Tetractinella trigonella,Anisian,,136259,carbonate indet.,,47.882999,14.442,246.7,241.464
Tetractinella trigonella,Anisian,,136260,carbonate indet.,,47.709999,12.0,246.7,241.464
Tetractinella trigonella,Anisian,,135875,carbonate indet.,,47.044998,9.735,246.7,241.464
Tetractinella trigonella,Anisian,,128183,carbonate indet.,,45.950001,9.44,246.7,241.464
Tetractinella trigonella,Anisian,,135877,carbonate indet.,,45.93,9.34,246.7,241.464
Tetractinella trigonella,Anisian,,136261,carbonate indet.,,45.875,9.415,246.7,241.464
Tetractinella trigonella,Anisian,,136184,carbonate indet.,,45.945,9.68,246.7,241.464
Tetractinella trigonella,Anisian,,135878,carbonate indet.,,45.709999,10.22,246.7,241.464
Tetractinella trigonella,Anisian,,136189,carbonate indet.,,45.939999,10.64,246.7,241.464
Tetractinella trigonella,Anisian,,135865,carbonate indet.,,45.700001,11.216667,246.7,241.464
Tetractinella trigonella,Anisian,,136262,carbonate indet.,,45.689999,11.2,246.7,241.464
Tetractinella trigonella,Anisian,,136263,carbonate indet.,,45.705002,11.22,246.7,241.464
Tetractinella trigonella,Anisian,,135868,carbonate indet.,,46.654999,11.925,246.7,241.464
Tetractinella trigonella,Anisian,,136264,carbonate indet.,,46.654999,11.925,246.7,241.464
Tetractinella trigonella,Anisian,,135881,carbonate indet.,,46.700001,13.66,246.7,241.464
Tetractinella trigonella,Pelsonian,,128187,carbonate indet.,Felsõörs,46.889999,17.629999,244.24,243.33
Tetractinella trigonella,Anisian,,136265,carbonate indet.,,45.702999,11.255,246.7,241.464
Tetractinella tetractis,Anisian,,128190,carbonate indet.,,46.715,12.07,246.7,241.464
Tetractinella tetractis,Anisian,,136266,carbonate indet.,,46.715,12.07,246.7,241.464
Pexidella sturi,Pelsonian,,136386,carbonate indet.,Felsõörs,46.939999,17.82,244.24,243.33
Pexidella sturi,Anisian,,136388,carbonate indet.,,47.439999,11.68,246.7,241.464
Schwagerispira schwageri,Anisian,,135874,carbonate indet.,,47.474998,10.71,246.7,241.464
Schwagerispira schwageri,Pelsonian,,128187,carbonate indet.,Felsõörs,46.889999,17.629999,244.24,243.33
Schwagerispira beneckei,Anisian,,136266,carbonate indet.,,46.715,12.07,246.7,241.464
Paracrurithyris pigmaea,Changhsingian,,136831,deep-water indet.,Shaiwa,25.610001,106.150002,254.14,251.902
Attenuatella mengi,Changhsingian,,136831,deep-water indet.,Shaiwa,25.610001,106.150002,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136832,deep-water indet.,Shaiwa,25.610001,106.150002,254.14,251.902
Attenuatella mengi,Changhsingian,,136832,deep-water indet.,Shaiwa,25.610001,106.150002,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136833,deep-water indet.,Shaiwa,25.610001,106.150002,254.14,251.902
Attenuatella mengi,Changhsingian,,136833,deep-water indet.,Shaiwa,25.610001,106.150002,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136834,deep-water indet.,Dalong,25.83,106.580002,254.14,251.902
Attenuatella mengi,Changhsingian,,136834,deep-water indet.,Dalong,25.83,106.580002,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136835,deep-water indet.,Dalong,25.83,106.580002,254.14,251.902
Attenuatella mengi,Changhsingian,,136835,deep-water indet.,Dalong,25.83,106.580002,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136835,deep-water indet.,Dalong,25.83,106.580002,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136836,deep-water indet.,Dalong,25.83,106.580002,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136837,deep-water indet.,Dalong,26.35,106.449997,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136837,deep-water indet.,Dalong,26.35,106.449997,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136838,deep-water indet.,Dalong,26.35,106.449997,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136839,deep-water indet.,Dalong,26.35,106.449997,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136839,deep-water indet.,Dalong,26.35,106.449997,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136840,deep-water indet.,Dalong,26.35,106.449997,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136841,deep-water indet.,Dalong,26.35,106.449997,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136842,deep-water indet.,Dalong,26.35,106.449997,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136843,deep-water indet.,Dalong,26.35,106.449997,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136843,deep-water indet.,Dalong,26.35,106.449997,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136844,deep-water indet.,Dalong,26.35,106.449997,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136845,deep-water indet.,Dalong,26.35,106.449997,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136846,deep-water indet.,Dalong,26.35,106.449997,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136847,deep-water indet.,Dalong,26.35,106.449997,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136847,deep-water indet.,Dalong,26.35,106.449997,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136848,deep-water indet.,Dalong,26.35,106.449997,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136848,deep-water indet.,Dalong,26.35,106.449997,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136849,deep-water indet.,Dalong,29.584999,110.105003,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136850,deep-water indet.,Dalong,29.584999,110.105003,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136850,deep-water indet.,Dalong,29.584999,110.105003,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136851,deep-water indet.,Dalong,29.584999,110.105003,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136851,deep-water indet.,Dalong,29.584999,110.105003,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136852,deep-water indet.,Dalong,29.584999,110.105003,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136852,deep-water indet.,Dalong,29.584999,110.105003,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136853,deep-water indet.,Dalong,29.584999,110.105003,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136853,deep-water indet.,Dalong,29.584999,110.105003,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136854,deep-water indet.,Dalong,29.584999,110.105003,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136854,deep-water indet.,Dalong,29.584999,110.105003,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136855,deep-water indet.,Dalong,29.584999,110.105003,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136856,deep-water indet.,Daye,29.584999,110.105003,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136857,deep-water indet.,Daye,29.584999,110.105003,254.14,251.902
Paracrurithyris pigmaea,Griesbachian,,136858,deep-water indet.,Daye,29.584999,110.105003,251.902,250.5
Paracrurithyris pigmaea,Changhsingian,,136859,deep-water indet.,Dalong,31.639999,117.845001,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136860,deep-water indet.,Dalong,31.639999,117.845001,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136861,deep-water indet.,Dalong,31.639999,117.845001,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136862,deep-water indet.,Dalong,31.639999,117.845001,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136863,deep-water indet.,Dalong,31.639999,117.845001,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136864,deep-water indet.,Dalong,31.639999,117.845001,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136865,deep-water indet.,Dalong,31.639999,117.845001,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136866,deep-water indet.,Dalong,31.639999,117.845001,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136867,deep-water indet.,Dalong,31.639999,117.845001,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136867,deep-water indet.,Dalong,31.639999,117.845001,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136868,deep-water indet.,Dalong,31.639999,117.845001,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136868,deep-water indet.,Dalong,31.639999,117.845001,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136869,deep-water indet.,Dalong,31.639999,117.845001,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136869,deep-water indet.,Dalong,31.639999,117.845001,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136870,deep-water indet.,Dalong,31.639999,117.845001,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136870,deep-water indet.,Dalong,31.639999,117.845001,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136871,deep-water indet.,Dalong,31.639999,117.845001,254.14,251.902
Paracrurithyris pigmaea,Griesbachian,,136872,deep-water indet.,Yinkeng,31.639999,117.845001,251.902,250.5
Paracrurithyris pigmaea,Changhsingian,,136873,deep-water indet.,Dalong,32.150002,119.0,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136873,deep-water indet.,Dalong,32.150002,119.0,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136874,deep-water indet.,Dalong,32.150002,119.0,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136875,deep-water indet.,Dalong,32.150002,119.0,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136875,deep-water indet.,Dalong,32.150002,119.0,254.14,251.902
Paracrurithyris pigmaea,Changhsingian,,136876,deep-water indet.,Chinglung,32.150002,119.0,254.14,251.902
Crurithyris,Changhsingian,,136870,deep-water indet.,Dalong,31.639999,117.845001,254.14,251.902
Mentzelia mentzeli,Anisian,,136921,carbonate indet.,,48.119999,16.205,246.7,241.464
Mentzelia mentzeli,Anisian,,136922,carbonate indet.,,48.119999,16.205,246.7,241.464
Mentzelia mentzeli,Anisian,,136923,carbonate indet.,,47.950001,15.245,246.7,241.464
Mentzelia mentzeli,Pelsonian,Illyrian,136180,carbonate indet.,,47.665001,14.71,244.24,241.464
Mentzelia mentzeli,Anisian,,128179,carbonate indet.,,47.715,11.99,246.7,241.464
Mentzelia mentzeli,Anisian,,136924,carbonate indet.,,47.474998,10.71,246.7,241.464
Mentzelia mentzeli,Anisian,,128182,carbonate indet.,,47.470001,10.7,246.7,241.464
Mentzelia mentzeli,Anisian,,135877,carbonate indet.,,45.93,9.34,246.7,241.464
Mentzelia mentzeli,Anisian,,136185,carbonate indet.,,45.945,9.68,246.7,241.464
Mentzelia mentzeli,Anisian,,136925,carbonate indet.,,45.939999,10.64,246.7,241.464
Mentzelia mentzeli,Anisian,,113567,carbonate indet.,,46.035,10.72,246.7,241.464
Mentzelia mentzeli,Anisian,,136926,carbonate indet.,,45.943001,10.634,246.7,241.464
Mentzelia mentzeli,Anisian,,136927,carbonate indet.,,45.889999,10.6,246.7,241.464
Mentzelia mentzeli,Anisian,,136928,carbonate indet.,,45.93,10.63,246.7,241.464
Mentzelia mentzeli,Anisian,,128184,carbonate indet.,,45.700001,11.216667,246.7,241.464
Mentzelia mentzeli,Anisian,,135865,carbonate indet.,,45.700001,11.216667,246.7,241.464
Mentzelia mentzeli,Anisian,,128186,carbonate indet.,,46.654999,11.925,246.7,241.464
Mentzelia mentzeli,Anisian,,136190,carbonate indet.,,46.57,11.935,246.7,241.464
Mentzelia mentzeli,Anisian,,128190,carbonate indet.,,46.715,12.07,246.7,241.464
Mentzelia mentzeli,Anisian,,136266,carbonate indet.,,46.715,12.07,246.7,241.464
Mentzelia mentzeli,Anisian,,136929,carbonate indet.,,46.724998,12.16,246.7,241.464
Mentzelia mentzeli,Anisian,,135881,carbonate indet.,,46.700001,13.66,246.7,241.464
Mentzelia mentzeli,Anisian,,136930,carbonate indet.,,46.305,14.49,246.7,241.464
Koeveskallina pannonica,Pelsonian,,136386,carbonate indet.,Felsõörs,46.939999,17.82,244.24,243.33
Mentzelia mentzeli,Pelsonian,,128187,carbonate indet.,Felsõörs,46.889999,17.629999,244.24,243.33
Mentzelia mentzeli,Pelsonian,,128189,carbonate indet.,Recoaro,47.014999,17.934999,244.24,243.33
Mentzelia mentzeli,Pelsonian,,136932,carbonate indet.,,46.970001,17.879999,244.24,243.33
Koeveskallina koeveskalyensis,Anisian,,136952,carbonate indet.,,48.120998,16.212999,246.7,241.464
Koeveskallina koeveskalyensis,Anisian,,136953,carbonate indet.,,47.650002,15.3,246.7,241.464
Koeveskallina koeveskalyensis,Anisian,,135874,carbonate indet.,,47.474998,10.71,246.7,241.464
Koeveskallina koeveskalyensis,Anisian,,128179,carbonate indet.,,47.715,11.99,246.7,241.464
Koeveskallina koeveskalyensis,Anisian,,136260,carbonate indet.,,47.709999,12.0,246.7,241.464
Koeveskallina koeveskalyensis,Anisian,,128186,carbonate indet.,,46.654999,11.925,246.7,241.464
Koeveskallina koeveskalyensis,Anisian,,136954,carbonate indet.,,46.57,11.935,246.7,241.464
Koeveskallina koeveskalyensis,Anisian,,136956,carbonate indet.,,46.735001,11.875,246.7,241.464
Koeveskallina koeveskalyensis,Anisian,,136266,carbonate indet.,,46.715,12.07,246.7,241.464
Koeveskallina koeveskalyensis,Anisian,,136185,carbonate indet.,,45.945,9.68,246.7,241.464
Koeveskallina koeveskalyensis,Anisian,,135877,carbonate indet.,,45.93,9.34,246.7,241.464
Koeveskallina koeveskalyensis,Anisian,,128183,carbonate indet.,,45.950001,9.44,246.7,241.464
Koeveskallina koeveskalyensis,Pelsonian,,128187,carbonate indet.,Felsõörs,46.889999,17.629999,244.24,243.33
Koeveskallina paleotypus,Anisian,,136266,carbonate indet.,,46.715,12.07,246.7,241.464
Koeveskallina paleotypus,Anisian,,135877,carbonate indet.,,45.93,9.34,246.7,241.464
Koeveskallina paleotypus,Anisian,,136957,carbonate indet.,,46.715,12.07,246.7,241.464
Mentzelia balatonica,Pelsonian,,128189,carbonate indet.,Recoaro,47.014999,17.934999,244.24,243.33
Mentzelia ptychitiphila,Pelsonian,,136386,carbonate indet.,Felsõörs,46.939999,17.82,244.24,243.33
Punctospirella fragilis,Anisian,,128190,carbonate indet.,,46.715,12.07,246.7,241.464
Punctospirella fragilis,Anisian,,136264,carbonate indet.,,46.654999,11.925,246.7,241.464
Punctospirella fragilis,Anisian,,136958,carbonate indet.,,46.220001,11.955,246.7,241.464
Punctospirella fragilis,Anisian,,128184,carbonate indet.,,45.700001,11.216667,246.7,241.464
Punctospirella fragilis,Anisian,,136959,carbonate indet.,,46.314999,11.585,246.7,241.464
Punctospirella fragilis,Anisian,,136960,carbonate indet.,,45.91,10.615,246.7,241.464
Punctospirella fragilis,Anisian,,136961,carbonate indet.,,45.945,10.643,246.7,241.464
Punctospirella fragilis,Anisian,,136186,carbonate indet.,,45.82,10.41,246.7,241.464
Punctospirella fragilis,Anisian,,136962,carbonate indet.,,45.82,10.46,246.7,241.464
Punctospirella fragilis,Anisian,,135878,carbonate indet.,,45.709999,10.22,246.7,241.464
Punctospirella fragilis,Anisian,,135877,carbonate indet.,,45.93,9.34,246.7,241.464
Costispiriferina manca,Pelsonian,,128187,carbonate indet.,Felsõörs,46.889999,17.629999,244.24,243.33
Costispiriferina manca,Pelsonian,,128189,carbonate indet.,Recoaro,47.014999,17.934999,244.24,243.33
Sinucosta pectinata,Anisian,,135868,carbonate indet.,,46.654999,11.925,246.7,241.464
Sinucosta pectinata,Anisian,,136264,carbonate indet.,,46.654999,11.925,246.7,241.464
Sinucosta pectinata,Anisian,,136963,carbonate indet.,,46.654999,11.925,246.7,241.464
Sinucosta pectinata,Pelsonian,,128187,carbonate indet.,Felsõörs,46.889999,17.629999,244.24,243.33
Sinucosta pectinata,Anisian,,135882,carbonate indet.,,43.740002,16.450001,246.7,241.464
Hirsutella canavarica,Anisian,,136265,carbonate indet.,,45.702999,11.255,246.7,241.464
